"sample","family","genus","species","number","length","stage","activity","periodtime","range","scientific"
"POC12005","Carcharhinidae","Loxodon","macrorhinus",1,625.39236,"AD","Passing",7.89533,1493.68537,"Carcharhinidae Loxodon macrorhinus"
"POC12005","Carangidae","Caranx","tille",1,605.84612,"AD","Passing",17.80067,2395.05562,"Carangidae Caranx tille"
"POC12005","Tetraodontidae","Lagocephalus","lunaris",1,360.44717,"AD","Passing",27.56667,2031.65233,"Tetraodontidae Lagocephalus lunaris"
"POC12005","Sparidae","Argyrops","spinifer",1,298.01081,"AD","Passing",28.182,1442.885,"Sparidae Argyrops spinifer"
"POC12005","Sparidae","Argyrops","spinifer",1,285.1352,"AD","Passing",28.18267,2177.30084,"Sparidae Argyrops spinifer"
"POC12005","Sparidae","Argyrops","spinifer",1,293.18493,"AD","Passing",28.27933,1424.75401,"Sparidae Argyrops spinifer"
"POC12005","Sparidae","Argyrops","spinifer",1,249.16905,"AD","Passing",28.49667,1665.94344,"Sparidae Argyrops spinifer"
"POC12005","Lutjanidae","Pristipomoides","multidens",1,387.77909,"AD","Passing",30.12933,1666.19771,"Lutjanidae Pristipomoides multidens"
"POC12005","Lutjanidae","Pristipomoides","multidens",1,301.70752,"AD","Passing",30.16267,1694.77799,"Lutjanidae Pristipomoides multidens"
"POC12005","Lutjanidae","Pristipomoides","multidens",1,325.5445,"AD","Passing",30.264,2073.84645,"Lutjanidae Pristipomoides multidens"
"POC12005","Carangidae","Carangoides","chrysophrys",1,420.83043,"AD","Passing",33.94133,1739.28733,"Carangidae Carangoides chrysophrys"
"POC12005","Carangidae","Carangoides","chrysophrys",1,267.43306,"AD","Passing",33.99667,1923.94068,"Carangidae Carangoides chrysophrys"
"POC12005","Carangidae","Carangoides","chrysophrys",1,265.53827,"AD","Passing",34.01867,2160.63303,"Carangidae Carangoides chrysophrys"
"POC12005","Carangidae","Carangoides","caeruleopinnatus",1,238.99288,"AD","Passing",39.85533,1878.70172,"Carangidae Carangoides caeruleopinnatus"
"POC12004","Nemipteridae","Nemipterus","spp",1,243.89613,"AD","Passing",2.72,1359.02442,"Nemipteridae Nemipterus spp"
"POC12004","Serranidae","Epinephelus","areolatus",1,305.11433,"AD","Passing",5.226,2035.50895,"Serranidae Epinephelus areolatus"
"POC12004","Lutjanidae","Pristipomoides","multidens",1,528.59659,"AD","Passing",15.99,1697.37644,"Lutjanidae Pristipomoides multidens"
"POC12004","Lutjanidae","Pristipomoides","multidens",1,498.15448,"AD","Passing",16.016,2356.96473,"Lutjanidae Pristipomoides multidens"
"POC12004","Lutjanidae","Pristipomoides","multidens",1,461.08122,"AD","Passing",16.052,1877.6574,"Lutjanidae Pristipomoides multidens"
"POC12004","Sparidae","Argyrops","spinifer",1,289.2143,"AD","Passing",17.05,1556.77934,"Sparidae Argyrops spinifer"
"POC12004","Sphyraenidae","Sphyraena","qenie",1,805.50693,"AD","Passing",17.88133,5555.98764,"Sphyraenidae Sphyraena qenie"
"POC12004","Lutjanidae","Lutjanus","sebae",1,388.04748,"AD","Passing",26.20067,1564.34644,"Lutjanidae Lutjanus sebae"
"POC12004","Lutjanidae","Lutjanus","sebae",1,438.04975,"AD","Passing",26.20267,1318.15025,"Lutjanidae Lutjanus sebae"
"POC12004","Lutjanidae","Lutjanus","sebae",1,518.91504,"AD","Passing",26.20667,1392.79672,"Lutjanidae Lutjanus sebae"
"POC12004","Ariidae","Netuma","thalassina",1,569.28191,"AD","Passing",27.868,1675.7318,"Ariidae Netuma thalassina"
"POC12004","Carangidae","Carangoides","caeruleopinnatus",1,402.87365,"AD","Passing",30.42667,1841.77708,"Carangidae Carangoides caeruleopinnatus"
"POC12004","Serranidae","Epinephelus","areolatus",1,269.94847,"AD","Passing",31.15733,882.37833,"Serranidae Epinephelus areolatus"
"POC12004","Serranidae","Epinephelus","areolatus",1,273.37081,"AD","Passing",31.162,1361.22449,"Serranidae Epinephelus areolatus"
"POC12004","Lethrinidae","Gymnocranius","grandoculis",1,476.65776,"AD","Passing",32.53267,1722.85844,"Lethrinidae Gymnocranius grandoculis"
"POC12004","Triakidae","Hemitriakis","falcata",1,693.07528,"AD","Passing",33.01133,1921.29304,"Triakidae Hemitriakis falcata"
"POC12004","Balistidae","Abalistes","stellatus",1,256.14257,"AD","Passing",41.62333,2125.04366,"Balistidae Abalistes stellatus"
"POC12004","Carangidae","Seriola","hippos",1,534.76717,"AD","Passing",46.748,3724.49452,"Carangidae Seriola hippos"
"POC12004","Carangidae","Caranx","tille",1,507.72643,"AD","Passing",47.00533,4386.95811,"Carangidae Caranx tille"
"POC12004","Carangidae","Caranx","tille",1,470.97731,"AD","Passing",47.00533,3984.22751,"Carangidae Caranx tille"
"POC12004","Carangidae","Carangoides","chrysophrys",1,465.06654,"AD","Passing",56.868,2146.03797,"Carangidae Carangoides chrysophrys"
"POC12004","Carangidae","Carangoides","chrysophrys",1,362.36707,"AD","Passing",56.87867,1761.49834,"Carangidae Carangoides chrysophrys"
"POC12004","Carangidae","Carangoides","chrysophrys",1,465.1019,"AD","Passing",56.87867,2153.73564,"Carangidae Carangoides chrysophrys"
"POC12004","Carangidae","Carangoides","chrysophrys",1,286.69148,"AD","Passing",56.89133,1659.87004,"Carangidae Carangoides chrysophrys"
"POC12008","Nemipteridae","Nemipterus","spp",1,73.19034,"AD","Passing",4.89267,1327.57269,"Nemipteridae Nemipterus spp"
"POC12008","Nemipteridae","Nemipterus","spp",1,79.95748,"AD","Passing",4.89267,1633.68984,"Nemipteridae Nemipterus spp"
"POC12008","Nemipteridae","Nemipterus","spp",1,103.01599,"AD","Passing",4.89267,1435.53513,"Nemipteridae Nemipterus spp"
"POC12008","Nemipteridae","Nemipterus","spp",1,65.68339,"AD","Passing",4.99067,1362.71465,"Nemipteridae Nemipterus spp"
"POC12008","Nemipteridae","Nemipterus","spp",1,61.58682,"AD","Passing",5.10533,1486.80145,"Nemipteridae Nemipterus spp"
"POC12008","Carangidae","Carangoides","chrysophrys",1,395.94469,"AD","Passing",11.39,2446.30167,"Carangidae Carangoides chrysophrys"
"POC12008","Carangidae","Caranx","ignobilis",1,561.7074,"AD","Passing",13.23133,2996.06182,"Carangidae Caranx ignobilis"
"POC12008","Tetraodontidae","Lagocephalus","lunaris",1,290.03968,"AD","Passing",18.73133,3014.89448,"Tetraodontidae Lagocephalus lunaris"
"POC12008","Carangidae","Carangoides","malabaricus",1,237.65815,"AD","Passing",19.09733,3699.74167,"Carangidae Carangoides malabaricus"
"POC12008","Ariidae","Netuma","thalassina",1,348.57836,"AD","Feeding",19.89,1324.21136,"Ariidae Netuma thalassina"
"POC12008","Lutjanidae","Pristipomoides","multidens",1,353.66824,"AD","Passing",23.30867,1818.40828,"Lutjanidae Pristipomoides multidens"
"POC12008","Carangidae","Carangoides","chrysophrys",1,486.84924,"AD","Passing",51.62133,3437.80334,"Carangidae Carangoides chrysophrys"
"POC12008","Carangidae","Carangoides","chrysophrys",1,495.08541,"AD","Passing",51.622,5805.90344,"Carangidae Carangoides chrysophrys"
"POC11001","Lethrinidae","Gymnocranius","grandoculis",1,362.09301,"AD","Passing",7.82333,3088.59189,"Lethrinidae Gymnocranius grandoculis"
"POC11001","Lethrinidae","Gymnocranius","grandoculis",1,344.59596,"AD","Passing",7.858,2183.08028,"Lethrinidae Gymnocranius grandoculis"
"POC11001","Balistidae","Abalistes","stellatus",1,225.2599,"AD","Passing",8.86933,2643.74072,"Balistidae Abalistes stellatus"
"POC11001","Lutjanidae","Lutjanus","vitta",1,282.17846,"AD","Passing",13.68667,1571.467,"Lutjanidae Lutjanus vitta"
"POC11001","Lutjanidae","Pristipomoides","multidens",1,516.45798,"AD","Passing",13.82267,2447.66136,"Lutjanidae Pristipomoides multidens"
"POC11001","Sparidae","Argyrops","spinifer",1,238.93999,"AD","Passing",15.59933,2133.85667,"Sparidae Argyrops spinifer"
"POC11001","Sparidae","Argyrops","spinifer",1,265.36995,"AD","Passing",15.65867,1865.70941,"Sparidae Argyrops spinifer"
"POC11001","Carangidae","Carangoides","chrysophrys",1,357.66108,"AD","Passing",17.13667,2009.14161,"Carangidae Carangoides chrysophrys"
"POC11001","Carangidae","Carangoides","chrysophrys",1,245.03743,"AD","Passing",17.14667,1965.766,"Carangidae Carangoides chrysophrys"
"POC11001","Carangidae","Carangoides","chrysophrys",1,416.0884,"AD","Passing",17.15,1735.31207,"Carangidae Carangoides chrysophrys"
"POC11001","Carangidae","Carangoides","chrysophrys",1,235.93077,"AD","Passing",17.224,2438.14415,"Carangidae Carangoides chrysophrys"
"POC11001","Carcharhinidae","Loxodon","macrorhinus",1,605.13262,"AD","Passing",24.22267,2590.9685,"Carcharhinidae Loxodon macrorhinus"
"POC11001","Lutjanidae","Lutjanus","malabaricus",1,407.10831,"AD","Passing",27.03067,1590.58381,"Lutjanidae Lutjanus malabaricus"
"POC11001","Lutjanidae","Lutjanus","malabaricus",1,464.96741,"AD","Passing",27.134,2035.09795,"Lutjanidae Lutjanus malabaricus"
"POC11001","Lutjanidae","Lutjanus","malabaricus",1,428.52625,"AD","Passing",27.21,2460.84982,"Lutjanidae Lutjanus malabaricus"
"POC11001","Lutjanidae","Lutjanus","sebae",1,399.78858,"AD","Passing",52.91867,1469.09326,"Lutjanidae Lutjanus sebae"
"POC11001","Lutjanidae","Lutjanus","sebae",1,475.81194,"AD","Passing",53.32333,1507.25114,"Lutjanidae Lutjanus sebae"
"POC11001","Carangidae","Caranx","ignobilis",1,541.76581,"AD","Passing",57.16733,2639.06748,"Carangidae Caranx ignobilis"
"POC37001","Carangidae","Caranx","ignobilis",1,675.87634,"AD","Passing",31.672,2046.09886,"Carangidae Caranx ignobilis"
"POC37001","Tetraodontidae","Lagocephalus","lunaris",1,303.73951,"AD","Passing",38.60733,1325.57897,"Tetraodontidae Lagocephalus lunaris"
"POC37001","Tetraodontidae","Lagocephalus","lunaris",1,350.08965,"AD","Passing",44.60333,1382.92056,"Tetraodontidae Lagocephalus lunaris"
"POC37001","Nemipteridae","Nemipterus","spp",1,200.21376,"AD","Passing",48.37867,1840.15788,"Nemipteridae Nemipterus spp"
"POC37001","Nemipteridae","Nemipterus","spp",1,130.22239,"AD","Passing",48.37867,1355.87802,"Nemipteridae Nemipterus spp"
"POC39003","Nemipteridae","Nemipterus","spp",1,214.40476,"AD","Passing",1.62133,2151.70234,"Nemipteridae Nemipterus spp"
"POC39003","Nemipteridae","Nemipterus","spp",1,102.60076,"AD","Passing",1.688,1216.24895,"Nemipteridae Nemipterus spp"
"POC39003","Carangidae","Carangoides","chrysophrys",1,511.5591,"AD","Passing",27.66,2084.34993,"Carangidae Carangoides chrysophrys"
"POC39003","Lutjanidae","Pristipomoides","multidens",1,326.13962,"AD","Passing",38.08067,1113.6334,"Lutjanidae Pristipomoides multidens"
"POC39003","Lutjanidae","Pristipomoides","multidens",1,261.92063,"AD","Passing",38.11733,1580.46276,"Lutjanidae Pristipomoides multidens"
"POC39003","Carcharhinidae","Carcharhinus","plumbeus",1,1041.93263,"AD","Passing",52.95533,1875.75692,"Carcharhinidae Carcharhinus plumbeus"
"POC11005","Serranidae","Epinephelus","areolatus",1,218.46776,"AD","Passing",4.84,1948.12198,"Serranidae Epinephelus areolatus"
"POC11005","Balistidae","Abalistes","stellatus",1,180.32142,"AD","Passing",8.00867,1996.74771,"Balistidae Abalistes stellatus"
"POC11005","Lutjanidae","Pristipomoides","sieboldii",1,298.1561,"AD","Passing",9.938,2306.63742,"Lutjanidae Pristipomoides sieboldii"
"POC11005","Lutjanidae","Pristipomoides","sieboldii",1,267.86387,"AD","Passing",9.938,2325.49757,"Lutjanidae Pristipomoides sieboldii"
"POC11005","Lutjanidae","Lutjanus","vitta",1,302.1787,"AD","Passing",10.40733,1888.51562,"Lutjanidae Lutjanus vitta"
"POC11005","Lutjanidae","Lutjanus","russellii",1,295.1956,"AD","Passing",11.082,2137.07991,"Lutjanidae Lutjanus russellii"
"POC11005","Carangidae","Carangoides","chrysophrys",1,238.82588,"AD","Passing",24.586,3088.07174,"Carangidae Carangoides chrysophrys"
"POC11005","Carangidae","Carangoides","chrysophrys",1,200.38462,"AD","Passing",24.586,2960.45426,"Carangidae Carangoides chrysophrys"
"POC11005","Lethrinidae","Gymnocranius","grandoculis",1,168.65885,"AD","Passing",27.26333,2102.01934,"Lethrinidae Gymnocranius grandoculis"
"POC11005","Carangidae","Caranx","ignobilis",1,642.56227,"AD","Passing",29.416,2606.55003,"Carangidae Caranx ignobilis"
"POC11005","Sparidae","Argyrops","spinifer",1,225.46739,"AD","Passing",33.93533,2429.08974,"Sparidae Argyrops spinifer"
"POC11005","Sparidae","Argyrops","spinifer",1,292.41624,"AD","Passing",33.94867,2485.38157,"Sparidae Argyrops spinifer"
"POC11005","Sparidae","Argyrops","spinifer",1,265.7135,"AD","Passing",33.96133,1457.88228,"Sparidae Argyrops spinifer"
"POC11005","Sparidae","Argyrops","spinifer",1,252.5575,"AD","Passing",34.15533,1414.84046,"Sparidae Argyrops spinifer"
"POC11005","Nemipteridae","Nemipterus","spp",1,272.46243,"AD","Passing",36.52667,2099.10127,"Nemipteridae Nemipterus spp"
"POC11005","Serranidae","Epinephelus","amblycephalus",1,448.9826,"AD","Passing",37.408,1644.55213,"Serranidae Epinephelus amblycephalus"
"POC11005","Carcharhinidae","Loxodon","macrorhinus",1,669.67764,"AD","Passing",45.05467,2416.21317,"Carcharhinidae Loxodon macrorhinus"
"POC11005","Lutjanidae","Pristipomoides","multidens",1,356.77093,"AD","Passing",48.84067,1891.86084,"Lutjanidae Pristipomoides multidens"
"POC11005","Lutjanidae","Pristipomoides","multidens",1,462.67739,"AD","Passing",48.93,1859.28573,"Lutjanidae Pristipomoides multidens"
"POC11005","Lutjanidae","Pristipomoides","multidens",1,393.91108,"AD","Passing",48.944,1801.53012,"Lutjanidae Pristipomoides multidens"
"POC11005","Lutjanidae","Lutjanus","sebae",1,441.13213,"AD","Passing",52.43533,2106.42528,"Lutjanidae Lutjanus sebae"
"POC11005","Lutjanidae","Lutjanus","sebae",1,330.14791,"AD","Passing",52.734,2788.75818,"Lutjanidae Lutjanus sebae"
"POC26004","Ariidae","Netuma","thalassina",1,245.55793,"AD","Passing",6.58667,1843.58482,"Ariidae Netuma thalassina"
"POC26004","Ariidae","Netuma","thalassina",1,344.38558,"AD","Passing",6.592,1881.1284,"Ariidae Netuma thalassina"
"POC26004","Sparidae","Argyrops","spinifer",1,201.86328,"AD","Passing",9.13467,1843.96859,"Sparidae Argyrops spinifer"
"POC26004","Carcharhinidae","Loxodon","macrorhinus",1,591.25734,"AD","Passing",15.586,1570.49627,"Carcharhinidae Loxodon macrorhinus"
"POC26004","Carangidae","Caranx","ignobilis",1,557.56114,"AD","Passing",17.92733,1945.61798,"Carangidae Caranx ignobilis"
"POC26004","Carcharhinidae","Carcharhinus","sorrah",1,1252.47277,"AD","Passing",36.01733,2133.79222,"Carcharhinidae Carcharhinus sorrah"
