"sample","scientific","maxn","family","genus","species"
"POC24008","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC24009","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC24010","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC25001","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC25002","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC25004","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC25005","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC26001","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC26002","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC26003","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC26004","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC26005","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC37001","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC37002","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC37003","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC37004","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC37005","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC38001","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC38002","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC38004","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC38005","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC39001","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC39002","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC39003","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC39004","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC39005","Carangidae Carangoides malabaricus",0,"Carangidae","Carangoides","malabaricus"
"POC11001","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC11002","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC11003","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC11004","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC11005","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC11009","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC11011","Carangidae Carangoides sp10",1,"Carangidae","Carangoides","sp10"
"POC11012","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC11013","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC11014","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC11015","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC12001","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC12002","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC12003","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC12004","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC12005","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC12006","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC12007","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC12008","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC12009","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC12010","Carangidae Carangoides sp10",1,"Carangidae","Carangoides","sp10"
"POC13001","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC13002","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC13003","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC13004","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC13005","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC13007","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC13008","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC13009","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC13010","Carangidae Carangoides sp10",1,"Carangidae","Carangoides","sp10"
"POC24006","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC24007","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC24008","Carangidae Carangoides sp10",1,"Carangidae","Carangoides","sp10"
"POC24009","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC24010","Carangidae Carangoides sp10",1,"Carangidae","Carangoides","sp10"
"POC25001","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC25002","Carangidae Carangoides sp10",2,"Carangidae","Carangoides","sp10"
"POC25004","Carangidae Carangoides sp10",2,"Carangidae","Carangoides","sp10"
"POC25005","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC26001","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC26002","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC26003","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC26004","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC26005","Carangidae Carangoides sp10",1,"Carangidae","Carangoides","sp10"
"POC37001","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC37002","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC37003","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC37004","Carangidae Carangoides sp10",1,"Carangidae","Carangoides","sp10"
"POC37005","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC38001","Carangidae Carangoides sp10",1,"Carangidae","Carangoides","sp10"
"POC38002","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC38004","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC38005","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC39001","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC39002","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC39003","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC39004","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC39005","Carangidae Carangoides sp10",0,"Carangidae","Carangoides","sp10"
"POC11001","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC11002","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC11003","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC11004","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC11005","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC11009","Carangidae Carangoides spp",1,"Carangidae","Carangoides","spp"
"POC11011","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC11012","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC11013","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC11014","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC11015","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC12001","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC12002","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC12003","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC12004","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC12005","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC12006","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC12007","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC12008","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC12009","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC12010","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC13001","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC13002","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC13003","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC13004","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC13005","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC13007","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC13008","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC13009","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC13010","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC24006","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC24007","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC24008","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC24009","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC24010","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC25001","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC25002","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC25004","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC25005","Carangidae Carangoides spp",2,"Carangidae","Carangoides","spp"
"POC26001","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC26002","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC26003","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC26004","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC26005","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC37001","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC37002","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC37003","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC37004","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC37005","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC38001","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC38002","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC38004","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC38005","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC39001","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC39002","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC39003","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC39004","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC39005","Carangidae Carangoides spp",0,"Carangidae","Carangoides","spp"
"POC11001","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC11002","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC11003","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC11004","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC11005","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC11009","Carangidae Caranx ignobilis",2,"Carangidae","Caranx","ignobilis"
"POC11011","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC11012","Carangidae Caranx ignobilis",2,"Carangidae","Caranx","ignobilis"
"POC11013","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC11014","Carangidae Caranx ignobilis",2,"Carangidae","Caranx","ignobilis"
"POC11015","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC12001","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC12002","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC12003","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC12004","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC12005","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC12006","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC12007","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC12008","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC12009","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC12010","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC13001","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC13002","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC13003","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC13004","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC13005","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC13007","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC13008","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC13009","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC13010","Carangidae Caranx ignobilis",2,"Carangidae","Caranx","ignobilis"
"POC24006","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC24007","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC24008","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC24009","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC24010","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC25001","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC25002","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC25004","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC25005","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC26001","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC26002","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC26003","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC26004","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC26005","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC37001","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC37002","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC37003","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC37004","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC37005","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC38001","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC38002","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC38004","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC38005","Carangidae Caranx ignobilis",1,"Carangidae","Caranx","ignobilis"
"POC39001","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC39002","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC39003","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC39004","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC39005","Carangidae Caranx ignobilis",0,"Carangidae","Caranx","ignobilis"
"POC11001","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC11002","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC11003","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC11004","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC11005","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC11009","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC11011","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC11012","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC11013","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC11014","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC11015","Carangidae Caranx tille",1,"Carangidae","Caranx","tille"
"POC12001","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC12002","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC12003","Carangidae Caranx tille",17,"Carangidae","Caranx","tille"
"POC12004","Carangidae Caranx tille",3,"Carangidae","Caranx","tille"
"POC12005","Carangidae Caranx tille",1,"Carangidae","Caranx","tille"
"POC12006","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC12007","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC12008","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC12009","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC12010","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC13001","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC13002","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC13003","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC13004","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC13005","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC13007","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC13008","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC13009","Carangidae Caranx tille",1,"Carangidae","Caranx","tille"
"POC13010","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC24006","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC24007","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC24008","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC24009","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC24010","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC25001","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
"POC25002","Carangidae Caranx tille",0,"Carangidae","Caranx","tille"
