"sample","family","genus","species","length","number","range","activity"
"POC11011","Carangidae","Carangoides","chrysophrys",235.43254,1,1417.95598,"Passing"
"POC11011","Carangidae","Carangoides","chrysophrys",208.8197,1,1696.91647,"Passing"
"POC11011","Carangidae","Carangoides","chrysophrys",235.24709,1,1870.83451,"Passing"
"POC11011","Carangidae","Carangoides","chrysophrys",190.83656,1,1714.15014,"Passing"
"POC11011","Carangidae","Carangoides","chrysophrys",255.42386,1,2157.59157,"Passing"
"POC11011","Carangidae","Carangoides","chrysophrys",294.13421,1,2267.19003,"Passing"
"POC11011","Carangidae","Carangoides","chrysophrys",253.72794,1,1189.19532,"Passing"
"POC11011","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC11011","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC11011","Carangidae","Carangoides","sp10",47.11697,1,1094.34754,"Passing"
"POC11011","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC11011","Carangidae","Caranx","ignobilis",NA,0,NA,NA
"POC11011","Carangidae","Caranx","tille",NA,0,NA,NA
"POC11011","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC11011","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC11011","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC11011","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC11011","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC11011","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC11011","Carcharhinidae","Carcharhinus","sorrah",NA,1,1378.55918,"Passing"
"POC11011","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC11011","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC11011","Carcharhinidae","Loxodon","macrorhinus",445.37117,1,1636.39535,"Passing"
"POC11011","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC11011","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC11011","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC11011","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC11011","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC11011","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC11011","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC11011","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC11011","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC11011","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC11011","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC11011","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC11011","Nemipteridae","Nemipterus","spp",74.2839,1,1124.26491,"Passing"
"POC11011","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC11011","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC11011","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC11011","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC11011","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC11011","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC11011","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC11011","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC11011","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC11011","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC11011","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC11011","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC11011","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC11011","Synodontidae","Saurida","undosquamis",256.52538,1,2388.44792,"Passing"
"POC11011","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC11011","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC11011","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC11011","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC11011","Tetraodontidae","Lagocephalus","lunaris",125.84679,1,1334.89002,"Passing"
"POC11011","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC11011","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC11012","Ariidae","Netuma","thalassina",408.85974,1,1719.80116,"Passing"
"POC11012","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC11012","Bothidae","Unknown","spp",NA,0,NA,NA
"POC11012","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC11012","Carangidae","Carangoides","chrysophrys",NA,1,2169.71229,"Passing"
"POC11012","Carangidae","Carangoides","chrysophrys",NA,1,2221.01606,"Passing"
"POC11012","Carangidae","Carangoides","chrysophrys",NA,1,1576.12882,"Passing"
"POC11012","Carangidae","Carangoides","chrysophrys",NA,1,1559.56348,"Passing"
"POC11012","Carangidae","Carangoides","chrysophrys",NA,1,1650.21589,"Passing"
"POC11012","Carangidae","Carangoides","chrysophrys",188.4125,1,1540.12248,"Passing"
"POC11012","Carangidae","Carangoides","chrysophrys",249.98538,1,1753.95489,"Passing"
"POC11012","Carangidae","Carangoides","chrysophrys",232.33077,1,1532.60378,"Passing"
"POC11012","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC11012","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC11012","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC11012","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC11012","Carangidae","Caranx","ignobilis",NA,1,2356.68822,"Passing"
"POC11012","Carangidae","Caranx","ignobilis",435.25798,1,1953.72642,"Passing"
"POC11012","Carangidae","Caranx","tille",NA,0,NA,NA
"POC11012","Carangidae","Decapterus","spp",223.2277,1,2238.37945,"Passing"
"POC11012","Carangidae","Decapterus","spp",202.35494,1,2305.6156,"Passing"
"POC11012","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC11012","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC11012","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC11012","Carcharhinidae","Carcharhinus","coatesi",626.00193,1,2394.42128,"Passing"
"POC11012","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC11012","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC11012","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC11012","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC11012","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC11012","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC11012","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC11012","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC11012","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC11012","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC11012","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC11012","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC11012","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC11012","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC11012","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC11012","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC11012","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC11012","Nemipteridae","Nemipterus","spp",NA,1,1644.25767,"Passing"
"POC11012","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC11012","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC11012","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC11012","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC11012","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC11012","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC11012","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC11012","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC11012","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC11012","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC11012","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC11012","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC11012","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC11012","Synodontidae","Saurida","undosquamis",NA,1,2574.55647,"Passing"
"POC11012","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC11012","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC11012","Terapontidae","Terapon","jarbua",287.67984,1,1572.04599,"Passing"
"POC11012","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC11012","Tetraodontidae","Lagocephalus","lunaris",NA,1,2197.62887,"Passing"
"POC11012","Tetraodontidae","Lagocephalus","lunaris",291.16794,1,1892.34405,"Passing"
"POC11012","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC11012","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC11013","Ariidae","Netuma","thalassina",526.3032,1,1645.43862,"Passing"
"POC11013","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC11013","Bothidae","Unknown","spp",NA,0,NA,NA
"POC11013","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC11013","Carangidae","Carangoides","chrysophrys",NA,1,2459.65362,"Passing"
"POC11013","Carangidae","Carangoides","chrysophrys",NA,6,2123.39652,"Passing"
"POC11013","Carangidae","Carangoides","chrysophrys",225.04187,1,1636.94579,"Passing"
"POC11013","Carangidae","Carangoides","chrysophrys",262.04813,1,2175.25395,"Passing"
"POC11013","Carangidae","Carangoides","chrysophrys",249.79974,1,2129.13534,"Passing"
"POC11013","Carangidae","Carangoides","chrysophrys",221.60302,1,2338.26958,"Passing"
"POC11013","Carangidae","Carangoides","chrysophrys",222.1809,1,1821.54014,"Passing"
"POC11013","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC11013","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC11013","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC11013","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC11013","Carangidae","Caranx","ignobilis",546.66797,1,2659.74077,"Passing"
"POC11013","Carangidae","Caranx","tille",NA,0,NA,NA
"POC11013","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC11013","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC11013","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC11013","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC11013","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC11013","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC11013","Carcharhinidae","Carcharhinus","sorrah",841.5475,1,2635.89148,"Passing"
"POC11013","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC11013","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC11013","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC11013","Echeneidae","Echeneis","naucrates",NA,1,1577.12696,"Passing"
"POC11013","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC11013","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC11013","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC11013","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC11013","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC11013","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC11013","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC11013","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC11013","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC11013","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC11013","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC11013","Nemipteridae","Nemipterus","spp",NA,1,1347.7902,"Passing"
"POC11013","Nemipteridae","Nemipterus","spp",78.6049,1,1340.17396,"Passing"
"POC11013","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC11013","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC11013","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC11013","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC11013","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC11013","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC11013","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC11013","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC11013","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC11013","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC11013","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC11013","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC11013","Sphyrnidae","Sphyrna","mokarran",1854.48443,1,2922.75737,"Passing"
"POC11013","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC11013","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC11013","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC11013","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC11013","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC11013","Tetraodontidae","Lagocephalus","lunaris",NA,0,NA,NA
"POC11013","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC11013","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC11014","Ariidae","Netuma","thalassina",NA,1,1660.53875,"Passing"
"POC11014","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC11014","Bothidae","Unknown","spp",NA,0,NA,NA
"POC11014","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC11014","Carangidae","Carangoides","chrysophrys",NA,2,2234.58419,"Passing"
"POC11014","Carangidae","Carangoides","chrysophrys",213.26094,1,1998.26661,"Passing"
"POC11014","Carangidae","Carangoides","chrysophrys",247.45689,1,1743.85472,"Passing"
"POC11014","Carangidae","Carangoides","chrysophrys",238.51187,1,1117.15319,"Passing"
"POC11014","Carangidae","Carangoides","chrysophrys",192.79701,1,2304.80089,"Passing"
"POC11014","Carangidae","Carangoides","chrysophrys",147.49526,1,2375.13073,"Passing"
"POC11014","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC11014","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC11014","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC11014","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC11014","Carangidae","Caranx","ignobilis",591.19218,1,2777.8744,"Passing"
"POC11014","Carangidae","Caranx","ignobilis",551.17936,1,2470.59542,"Passing"
"POC11014","Carangidae","Caranx","tille",NA,0,NA,NA
"POC11014","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC11014","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC11014","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC11014","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC11014","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC11014","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC11014","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC11014","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC11014","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC11014","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC11014","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC11014","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC11014","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC11014","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC11014","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC11014","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC11014","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC11014","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC11014","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC11014","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC11014","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC11014","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC11014","Nemipteridae","Nemipterus","spp",NA,0,NA,NA
"POC11014","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC11014","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC11014","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC11014","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC11014","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC11014","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC11014","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC11014","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC11014","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC11014","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC11014","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC11014","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC11014","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC11014","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC11014","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC11014","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC11014","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC11014","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC11014","Tetraodontidae","Lagocephalus","lunaris",366.31157,1,1303.06194,"Passing"
"POC11014","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC11014","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC11015","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC11015","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC11015","Bothidae","Unknown","spp",NA,0,NA,NA
"POC11015","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC11015","Carangidae","Carangoides","chrysophrys",213.61851,1,1663.47145,"Passing"
"POC11015","Carangidae","Carangoides","chrysophrys",266.13528,1,1772.35939,"Passing"
"POC11015","Carangidae","Carangoides","chrysophrys",224.93163,1,2052.68593,"Passing"
"POC11015","Carangidae","Carangoides","chrysophrys",192.66498,1,1664.76603,"Passing"
"POC11015","Carangidae","Carangoides","chrysophrys",234.23223,1,1750.10392,"Passing"
"POC11015","Carangidae","Carangoides","chrysophrys",237.56763,1,1660.18516,"Passing"
"POC11015","Carangidae","Carangoides","chrysophrys",179.39383,1,2007.6614,"Passing"
"POC11015","Carangidae","Carangoides","chrysophrys",225.4754,1,1844.69049,"Passing"
"POC11015","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC11015","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC11015","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC11015","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC11015","Carangidae","Caranx","ignobilis",NA,1,1964.10325,"Passing"
"POC11015","Carangidae","Caranx","tille",225.85213,1,1302.03079,"Passing"
"POC11015","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC11015","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC11015","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC11015","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC11015","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC11015","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC11015","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC11015","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC11015","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC11015","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC11015","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC11015","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC11015","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC11015","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC11015","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC11015","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC11015","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC11015","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC11015","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC11015","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC11015","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC11015","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC11015","Nemipteridae","Nemipterus","spp",NA,1,1624.00992,"Passing"
"POC11015","Nemipteridae","Nemipterus","spp",NA,2,1185.81367,"Passing"
"POC11015","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC11015","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC11015","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC11015","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC11015","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC11015","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC11015","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC11015","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC11015","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC11015","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC11015","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC11015","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC11015","Sphyrnidae","Sphyrna","mokarran",NA,1,2689.46304,"Passing"
"POC11015","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC11015","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC11015","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC11015","Terapontidae","Terapon","jarbua",212.24383,1,1733.56457,"Passing"
"POC11015","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC11015","Tetraodontidae","Lagocephalus","lunaris",NA,1,632.37598,"Passing"
"POC11015","Tetraodontidae","Lagocephalus","lunaris",355.4572,1,1291.77335,"Passing"
"POC11015","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC11015","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC12001","Ariidae","Netuma","thalassina",531.28496,1,1976.23629,"Passing"
"POC12001","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC12001","Bothidae","Unknown","spp",NA,0,NA,NA
"POC12001","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC12001","Carangidae","Carangoides","chrysophrys",219.64919,1,1965.50301,"Passing"
"POC12001","Carangidae","Carangoides","chrysophrys",399.44874,1,1550.33203,"Passing"
"POC12001","Carangidae","Carangoides","chrysophrys",429.27469,1,1697.77786,"Passing"
"POC12001","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC12001","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC12001","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC12001","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC12001","Carangidae","Caranx","ignobilis",626.86209,1,3380.82413,"Passing"
"POC12001","Carangidae","Caranx","tille",NA,0,NA,NA
